pizza_id,quantity,date,time,size,price,category
the_greek_l,1,2015-01-19,13:25:39,L,20.5,Classic
ital_supr_m,1,2015-01-19,13:33:24,M,16.5,Supreme
mediterraneo_s,1,2015-01-19,13:33:24,S,12,Veggie
ckn_alfredo_m,1,2015-01-19,13:34:27,M,16.75,Chicken
green_garden_s,1,2015-01-19,13:34:27,S,12,Veggie
mexicana_l,1,2015-01-19,13:34:27,L,20.25,Veggie
napolitana_m,1,2015-01-19,13:34:27,M,16,Classic
thai_ckn_l,1,2015-01-19,13:34:27,L,20.75,Chicken
cali_ckn_l,1,2015-01-19,13:36:26,L,20.75,Chicken
ital_cpcllo_s,1,2015-01-19,14:03:20,S,12,Classic
the_greek_s,1,2015-01-19,14:08:12,S,12,Classic
cali_ckn_m,1,2015-01-19,14:39:45,M,16.75,Chicken
ckn_pesto_s,1,2015-01-19,14:39:45,S,12.75,Chicken
green_garden_s,1,2015-01-19,14:39:45,S,12,Veggie
ital_veggie_m,1,2015-01-19,14:39:45,M,16.75,Veggie
calabrese_m,1,2015-01-19,15:13:54,M,16.25,Supreme
ckn_alfredo_m,1,2015-01-19,15:13:54,M,16.75,Chicken
thai_ckn_l,1,2015-01-19,15:13:54,L,20.75,Chicken
sicilian_l,1,2015-01-19,15:17:39,L,20.25,Supreme
soppressata_m,1,2015-01-19,15:45:44,M,16.5,Supreme
sicilian_l,1,2015-01-19,16:18:49,L,20.25,Supreme
pep_msh_pep_l,1,2015-01-19,16:20:22,L,17.5,Classic
pepperoni_l,1,2015-01-19,16:20:22,L,15.25,Classic
hawaiian_l,1,2015-01-19,16:33:35,L,16.5,Classic
spinach_fet_m,1,2015-01-19,16:33:35,M,16,Veggie
ital_supr_m,1,2015-01-19,16:35:46,M,16.5,Supreme
ckn_alfredo_s,1,2015-01-19,16:46:00,S,12.75,Chicken
hawaiian_l,1,2015-01-19,16:46:00,L,16.5,Classic
spinach_fet_m,1,2015-01-19,16:46:00,M,16,Veggie
the_greek_xl,1,2015-01-19,16:46:00,XL,25.5,Classic
big_meat_s,1,2015-01-19,17:00:44,S,12,Classic
hawaiian_m,1,2015-01-19,17:00:44,M,13.25,Classic
big_meat_s,1,2015-01-19,17:00:53,S,12,Classic
five_cheese_l,1,2015-01-19,17:00:53,L,18.5,Veggie
sicilian_s,1,2015-01-19,17:08:55,S,12.25,Supreme
thai_ckn_m,1,2015-01-19,17:08:55,M,16.75,Chicken
classic_dlx_s,1,2015-01-19,17:09:15,S,12,Classic
prsc_argla_l,1,2015-01-19,17:09:15,L,20.75,Supreme
spicy_ital_l,1,2015-01-19,17:09:15,L,20.75,Supreme
spin_pesto_l,1,2015-01-19,17:09:15,L,20.75,Veggie
cali_ckn_m,1,2015-01-19,17:13:25,M,16.75,Chicken
spinach_fet_m,1,2015-01-19,17:19:49,M,16,Veggie
big_meat_s,1,2015-01-19,17:42:23,S,12,Classic
ital_cpcllo_l,1,2015-01-19,17:42:23,L,20.5,Classic
four_cheese_m,1,2015-01-19,17:46:46,M,14.75,Veggie
pep_msh_pep_l,1,2015-01-19,17:46:46,L,17.5,Classic
big_meat_s,1,2015-01-19,18:15:08,S,12,Classic
the_greek_xl,1,2015-01-19,18:15:08,XL,25.5,Classic
classic_dlx_s,1,2015-01-19,18:16:44,S,12,Classic
southw_ckn_l,1,2015-01-19,18:16:44,L,20.75,Chicken
spinach_fet_l,1,2015-01-19,18:16:44,L,20.25,Veggie
thai_ckn_s,1,2015-01-19,18:16:44,S,12.75,Chicken
bbq_ckn_m,1,2015-01-19,18:21:36,M,16.75,Chicken
hawaiian_s,1,2015-01-19,18:21:36,S,10.5,Classic
calabrese_m,1,2015-01-19,18:29:26,M,16.25,Supreme
ital_cpcllo_m,1,2015-01-19,18:29:26,M,16,Classic
hawaiian_s,1,2015-01-19,18:45:40,S,10.5,Classic
mexicana_l,1,2015-01-19,18:45:40,L,20.25,Veggie
southw_ckn_s,1,2015-01-19,18:48:46,S,12.75,Chicken
classic_dlx_l,1,2015-01-19,18:53:52,L,20.5,Classic
pep_msh_pep_s,1,2015-01-19,18:53:52,S,11,Classic
veggie_veg_s,1,2015-01-19,18:53:52,S,12,Veggie
cali_ckn_m,1,2015-01-19,18:59:54,M,16.75,Chicken
thai_ckn_l,1,2015-01-19,18:59:54,L,20.75,Chicken
cali_ckn_m,1,2015-01-19,19:00:20,M,16.75,Chicken
hawaiian_l,1,2015-01-19,19:00:20,L,16.5,Classic
pep_msh_pep_s,1,2015-01-19,19:00:20,S,11,Classic
five_cheese_l,1,2015-01-19,19:03:05,L,18.5,Veggie
ital_supr_l,1,2015-01-19,19:03:05,L,20.75,Supreme
green_garden_l,1,2015-01-19,19:06:42,L,20.25,Veggie
pepperoni_m,1,2015-01-19,19:06:42,M,12.5,Classic
cali_ckn_s,1,2015-01-19,19:51:37,S,12.75,Chicken
five_cheese_l,1,2015-01-19,19:51:37,L,18.5,Veggie
four_cheese_l,1,2015-01-19,19:51:37,L,17.950000762939453,Veggie
pepperoni_s,1,2015-01-19,19:51:37,S,9.75,Classic
ital_cpcllo_l,1,2015-01-19,19:59:17,L,20.5,Classic
napolitana_l,1,2015-01-19,19:59:17,L,20.5,Classic
pep_msh_pep_l,1,2015-01-19,19:59:17,L,17.5,Classic
the_greek_m,1,2015-01-19,19:59:17,M,16,Classic
pep_msh_pep_s,1,2015-01-19,20:05:41,S,11,Classic
pepperoni_l,1,2015-01-19,21:15:41,L,15.25,Classic
ital_supr_l,1,2015-01-19,21:59:06,L,20.75,Supreme
thai_ckn_m,1,2015-01-19,21:59:06,M,16.75,Chicken
veggie_veg_s,1,2015-01-19,21:59:06,S,12,Veggie
soppressata_l,1,2015-01-19,22:13:28,L,20.75,Supreme
veggie_veg_m,1,2015-01-19,22:13:28,M,16,Veggie
mexicana_l,1,2015-01-20,11:21:49,L,20.25,Veggie
ital_supr_s,1,2015-01-20,11:25:59,S,12.5,Supreme
sicilian_s,1,2015-01-20,11:25:59,S,12.25,Supreme
spicy_ital_l,1,2015-01-20,11:25:59,L,20.75,Supreme
the_greek_s,1,2015-01-20,11:25:59,S,12,Classic
ital_cpcllo_l,1,2015-01-20,11:31:16,L,20.5,Classic
ital_veggie_m,1,2015-01-20,11:31:16,M,16.75,Veggie
mexicana_m,1,2015-01-20,11:31:16,M,16,Veggie
pepperoni_m,1,2015-01-20,11:31:16,M,12.5,Classic
the_greek_xl,1,2015-01-20,11:31:16,XL,25.5,Classic
spinach_fet_m,1,2015-01-20,11:35:08,M,16,Veggie
sicilian_l,2,2015-01-20,11:36:48,L,20.25,Supreme
big_meat_s,1,2015-01-20,11:37:33,S,12,Classic
five_cheese_l,1,2015-01-20,11:37:33,L,18.5,Veggie
ital_supr_l,1,2015-01-20,11:37:33,L,20.75,Supreme
mexicana_l,1,2015-01-20,12:02:21,L,20.25,Veggie
prsc_argla_m,1,2015-01-20,12:02:21,M,16.5,Supreme
ckn_pesto_s,1,2015-01-20,12:04:15,S,12.75,Chicken
mediterraneo_m,1,2015-01-20,12:04:15,M,16,Veggie
spicy_ital_m,1,2015-01-20,12:04:15,M,16.5,Supreme
spinach_supr_m,1,2015-01-20,12:04:15,M,16.5,Supreme
spinach_supr_m,1,2015-01-20,12:12:00,M,16.5,Supreme
soppressata_s,1,2015-01-20,12:12:25,S,12.5,Supreme
big_meat_s,1,2015-01-20,12:17:42,S,12,Classic
ital_supr_m,1,2015-01-20,12:17:42,M,16.5,Supreme
green_garden_m,1,2015-01-20,12:22:41,M,16,Veggie
prsc_argla_l,1,2015-01-20,12:22:41,L,20.75,Supreme
cali_ckn_s,1,2015-01-20,12:39:05,S,12.75,Chicken
ckn_pesto_s,1,2015-01-20,12:39:05,S,12.75,Chicken
classic_dlx_m,1,2015-01-20,12:39:05,M,16,Classic
classic_dlx_s,1,2015-01-20,12:39:05,S,12,Classic
five_cheese_l,1,2015-01-20,12:39:05,L,18.5,Veggie
green_garden_m,2,2015-01-20,12:39:05,M,16,Veggie
ital_supr_l,1,2015-01-20,12:39:05,L,20.75,Supreme
napolitana_m,1,2015-01-20,12:39:05,M,16,Classic
napolitana_s,1,2015-01-20,12:39:05,S,12,Classic
soppressata_l,1,2015-01-20,12:39:05,L,20.75,Supreme
southw_ckn_m,2,2015-01-20,12:39:05,M,16.75,Chicken
thai_ckn_s,1,2015-01-20,12:39:05,S,12.75,Chicken
four_cheese_l,1,2015-01-20,12:43:36,L,17.950000762939453,Veggie
ckn_alfredo_m,1,2015-01-20,12:44:23,M,16.75,Chicken
big_meat_s,1,2015-01-20,12:56:30,S,12,Classic
classic_dlx_l,1,2015-01-20,12:56:30,L,20.5,Classic
five_cheese_l,1,2015-01-20,12:56:30,L,18.5,Veggie
ital_cpcllo_l,1,2015-01-20,12:56:30,L,20.5,Classic
ital_supr_s,1,2015-01-20,12:56:30,S,12.5,Supreme
napolitana_l,1,2015-01-20,12:56:30,L,20.5,Classic
calabrese_m,1,2015-02-03,12:07:51,M,16.25,Supreme
ital_cpcllo_l,1,2015-02-03,12:07:51,L,20.5,Classic
ital_supr_m,1,2015-02-03,12:07:51,M,16.5,Supreme
ital_veggie_m,1,2015-02-03,12:07:51,M,16.75,Veggie
napolitana_l,1,2015-02-03,12:07:51,L,20.5,Classic
pep_msh_pep_s,1,2015-02-03,12:07:51,S,11,Classic
spicy_ital_m,1,2015-02-03,12:07:51,M,16.5,Supreme
thai_ckn_l,1,2015-02-03,12:07:51,L,20.75,Chicken
bbq_ckn_m,1,2015-02-03,12:14:27,M,16.75,Chicken
big_meat_s,2,2015-02-03,12:14:27,S,12,Classic
calabrese_m,1,2015-02-03,12:14:27,M,16.25,Supreme
four_cheese_l,1,2015-02-03,12:14:27,L,17.950000762939453,Veggie
pep_msh_pep_m,1,2015-02-03,12:14:27,M,14.5,Classic
pepperoni_s,2,2015-02-03,12:14:27,S,9.75,Classic
soppressata_l,1,2015-02-03,12:14:27,L,20.75,Supreme
spin_pesto_l,1,2015-02-03,12:14:27,L,20.75,Veggie
thai_ckn_l,1,2015-02-03,12:14:27,L,20.75,Chicken
veggie_veg_l,2,2015-02-03,12:14:27,L,20.25,Veggie
veggie_veg_s,1,2015-02-03,12:14:27,S,12,Veggie
calabrese_m,1,2015-02-03,12:20:45,M,16.25,Supreme
calabrese_s,1,2015-02-03,12:20:45,S,12.25,Supreme
four_cheese_l,1,2015-02-03,12:20:45,L,17.950000762939453,Veggie
ital_cpcllo_l,1,2015-02-03,12:20:45,L,20.5,Classic
big_meat_s,1,2015-02-03,12:21:10,S,12,Classic
ital_supr_l,1,2015-02-03,12:21:10,L,20.75,Supreme
spinach_fet_l,1,2015-02-03,12:21:10,L,20.25,Veggie
green_garden_m,1,2015-02-03,12:21:25,M,16,Veggie
ital_cpcllo_l,1,2015-02-03,12:24:06,L,20.5,Classic
peppr_salami_s,1,2015-02-03,12:24:06,S,12.5,Supreme
prsc_argla_l,1,2015-02-03,12:24:06,L,20.75,Supreme
cali_ckn_m,1,2015-02-03,12:32:02,M,16.75,Chicken
ckn_alfredo_m,1,2015-02-03,12:32:02,M,16.75,Chicken
peppr_salami_s,1,2015-02-03,12:32:02,S,12.5,Supreme
spinach_supr_l,1,2015-02-03,12:32:02,L,20.75,Supreme
ckn_alfredo_l,1,2015-02-03,12:35:28,L,20.75,Chicken
green_garden_s,1,2015-02-03,12:35:28,S,12,Veggie
hawaiian_m,1,2015-02-03,12:35:28,M,13.25,Classic
thai_ckn_s,1,2015-02-03,12:35:28,S,12.75,Chicken
bbq_ckn_s,1,2015-02-03,12:37:21,S,12.75,Chicken
spinach_fet_l,1,2015-02-03,12:37:21,L,20.25,Veggie
napolitana_l,1,2015-02-03,12:47:12,L,20.5,Classic
the_greek_s,1,2015-02-03,12:55:07,S,12,Classic
big_meat_s,1,2015-02-03,13:00:41,S,12,Classic
pepperoni_s,1,2015-02-03,13:00:41,S,9.75,Classic
sicilian_m,1,2015-02-03,13:00:41,M,16.25,Supreme
spinach_fet_s,1,2015-02-03,13:00:41,S,12,Veggie
ckn_alfredo_m,1,2015-02-03,13:01:28,M,16.75,Chicken
peppr_salami_l,1,2015-02-03,13:01:28,L,20.75,Supreme
spicy_ital_m,1,2015-02-03,13:01:28,M,16.5,Supreme
veggie_veg_l,1,2015-02-03,13:01:28,L,20.25,Veggie
spicy_ital_s,1,2015-02-03,13:19:00,S,12.5,Supreme
the_greek_xl,1,2015-02-03,13:19:00,XL,25.5,Classic
big_meat_s,2,2015-02-03,13:20:46,S,12,Classic
brie_carre_s,1,2015-02-03,13:20:46,S,23.649999618530273,Supreme
classic_dlx_s,1,2015-02-03,13:20:46,S,12,Classic
spicy_ital_l,1,2015-02-03,13:23:13,L,20.75,Supreme
hawaiian_m,1,2015-02-03,13:23:49,M,13.25,Classic
bbq_ckn_m,1,2015-02-03,13:47:00,M,16.75,Chicken
green_garden_m,1,2015-02-03,13:47:00,M,16,Veggie
ital_veggie_s,1,2015-02-03,13:47:00,S,12.75,Veggie
bbq_ckn_s,1,2015-02-03,13:51:56,S,12.75,Chicken
ital_cpcllo_l,1,2015-02-03,13:51:56,L,20.5,Classic
pepperoni_s,1,2015-02-03,14:06:04,S,9.75,Classic
peppr_salami_l,1,2015-02-03,14:06:04,L,20.75,Supreme
sicilian_l,1,2015-02-03,14:06:04,L,20.25,Supreme
